㐀	丘
闞	阚 鬫
闟	𰿻
闠	阓
闡	阐
闢	辟 𨴔 𰿾
闤	阛
闥	闼
门	門
闩	閂
闪	閃
闫	閆 閻
闬	閈
闭	閉
问	問
闯	闖
闰	閏
闱	闈
闲	閑 閒
闳	閎
间	間
闵	閔
闶	閌
闷	悶
闸	閘
闹	鬧
闺	閨
闻	聞
闼	闥
闽	閩
闾	閭
闿	闓
阀	閥
阁	閣
阂	閡
阃	閫
阄	鬮
阅	閱 閲
阆	閬
阇	闍
阈	閾
阉	閹
阊	閶
阋	鬩
阌	閿
阍	閽
阎	閻
阏	閼
阐	闡
阑	闌
阒	闃
阓	闠
阔	闊
阕	闋
阖	閤 闔 𬮤
阗	闐
阘	闒
阙	闕
阚	闞
阛	闤
阜	阝 𠻰
阝	邑 阜
队	隊
阡	仟
阥	隂
阦	陽
阧	陡
阨	厄 呃 阸
阪	坂
阬	坑
阮	阮
阯	址
阱	汫 汬 穽
阳	氜 陽
阴	陰
阵	陣
阶	階
阸	阨
阾	嶺
阿	啊 窕
陀	陁
陁	陀
际	際
陆	陸
陇	隴
陈	陳
陉	陘
陋	陋
降	夅 降
陏	隋
陔	垓
陕	陝
陗	峭
陘	陉
陜	狹 陝 𩂘
陝	陕 陜
陞	升
陟	𠌹
陡	阧
陣	阵 陳 𨸬
陥	陷
陦	隯
陧	隉
陨	隕
险	險
陭	㟢 埼 崎 嵜 碕 﨑 𥔎
陰	侌 瘖 阴 隂 霒 𠊺 𣱙 𤽎 𨹉 𨽙
陲	𨺪
陳	敶 軙 陈 陣 𨸬
陵	䧙 夌 陵 𨻪
陶	匋
陷	陥
陸	六 陆 𤱒
険	險
陻	垔 堙
陼	渚
陽	昜 氜 阦 阳 𣆄 𨹈 𨼘 𨽐
陿	𬯅
隂	阥 陰
隄	䧑 堤
隆	隆 𨺓
隈	偎 渨
隉	陧
隊	队
隋	遀 陏
隍	堭
階	堦 阶
随	隨
隐	隠 隱
隑	𬮿
隕	殒 磒 陨
隖	塢 嵨 𨻑 𬮻
隙	隟 𨻶
際	际
隝	塢
隟	隙
隠	隐 隱
隣	鄰
隤	墤 𬯎
隧	璲 𡑞 𨽡
隨	追 遀 随 𨼕
隩	𡒃
險	险
隫	𱀡
隮	躋 𬯀
隯	陦
隰	𨻿
隱	乚 隐 𤔌
隲	騭 𱀑
隴	陇
隶	隸
隷	隸
隸	隶 隷 𥛬
隻	只
隼	鵻 鶽
隽	雋
难	難
雀	𩾟
雁	鳫 鴈
雄	赨
集	亼 雦
雇	僱
雉	𨿘 𪁩
雋	隽
雌	䧳
雍	邕 𪪝
雏	雛
雑	雜
雕	㓮 彫 鵰
雖	虽 𨾡
雙	双 𩀝
雛	雏 鶵
雜	杂 襍 雑
雝	廱 簌 𪪝
雞	鳮 鷄 鸡
雠	仇 讎
離	离 離
難	难 𩀏 𩀙 𩁢 𩁣 𩁤 𩁩 𩁬 𩁲
雦	集
雨	㲾 馭 𠕒 𠕘 𠕲 𩁼
雱	霶
雲	云
雳	靂
零	零 𡈍
雷	㗊 䨓 靁 雷 𤳳 𤴐 𤴑 𩂩 𩄣 𩇓
雹	𩅟 𩆗 𩇌
電	电 𩃿
雾	霧
需	𩂉
霁	霽
霃	𩂸
震	𩆉
霉	黴
霊	靈
霍	癨
霏	䬠
霑	沾
霒	陰
霛	靈
霜	孀
霡	霢
霢	霡
霣	𩆆 𩆹 𫕥
霥	濛
霧	雾
霭	靄
霰	䨘 𩂪
露	露
霶	雱
霸	覇 魄 𣍸 𧟳
霼	𪵣
霽	霁
靀	濛
靁	雷
靂	雳
靄	霭
靅	𰷦
靆	叇
靈	灵 霛 靈 𢩙 𧨈 𩄀 𩆮
靉	叆
靑	寈 青 𡗡 𡴏 𡴐 𡴑
青	靑
靓	靚
靔	靝
靖	靖
静	靜
靚	靓 靜
靜	㣏 静
靝	天 靔
靡	𪎓
面	麪 麵
靥	靨
靦	䩄 腼 覥
靧	頮 𫖃
靨	靥
革	𠦶
靭	韌
靱	韌
靴	鞾
靼	𩍕
鞀	鞉 鼗
鞈	䶀
鞉	鞀 鼗
鞋	鞵 𩋘 𩋧
鞌	鞍
鞍	鞌
鞏	巩
鞑	韃
鞒	橇 鞽
鞘	韒
鞙	琄
鞝	绱
鞟	鞹
鞠	𠮑
鞢	𩋑
鞦	秋 鞧
鞧	鞦
鞫	諊
鞭	𠓠
鞯	韉
鞲	韝
鞴	絥
鞵	鞋
鞶	𣎤
鞸	𱁴
鞹	鞟 𩌒
鞻	𱁺
鞼	𱁹
鞽	橇 鞒
鞾	靴 𫖇
韁	繮 缰
韂	䩞
韃	鞑
韆	千 𱁶
韇	𱁷
韈	襪 韤
韉	鞯
韊	𱁾
韋	韦 𡙝 𡚈 𣍄
韌	肕 靭 韧
韍	韨
韎	𣝖
韏	𱂇
韐	𱂆
韒	鞘 𱂉
韓	韩
韔	𮧴
韗	𱂈
韘	𱂊
韙	韪
韚	𫠅
韛	𫖔
韜	弢 韬
韝	鞲 𫖕
韞	縕 韫
韠	𫖒
韡	𮧵
韢	𬰶
韣	𱂋
韤	襪 韈
韦	韋
韧	韌
韨	韍
韩	韓
韪	韙
韫	韞
韬	韜
韭	艽 韮
韮	韭
韲	齏
韵	韻
韶	𢨍
韻	均 韵 𱂐
響	响 𡪆 𡪥
頁	页
頂	顶 𩠑
頃	頔 顷
頄	𬱓
項	项
順	㥧 巡 顺 𠈼
頇	顸
須	湏 须
頊	顼
頋	顧
頌	颂
頍	𫠆
頎	颀
頏	颃
預	豫 预
頑	顽
頒	朌 颁
頓	顿
頔	頃 𬱖
頕	𬱗
頖	𬱙
頗	颇
領	领 領
頚	頸
頛	𬱜
頜	颌
頞	𱂨
頟	額 𱂥
頠	𬱟
頡	颉
頢	𬱠
頣	頤
頤	頉 頣 頥 颐
頥	頤
頦	颏
頩	𱂦
頪	𱂧
頫	俯 𫖯
頬	頰
頭	头 𥘖
頮	靧 颒
頯	𱂬
頰	脥 颊
頲	颋
頴	穎 颕
頵	𫖳
頷	颔
頸	颈
頹	頽 颓
頻	频 𩔤
頼	賴
頽	頹 颓
顀	𱂭
顁	𬱫
顂	𩓋
顃	𩖖
顄	𱂰
顅	𫖶
顆	颗
顇	𱂯
顉	𰽳
顊	𬱪
顋	揌 腮 𱂲
題	题
額	頟 额
顎	颚
顏	颜
顐	𬱢
顑	𱂱
顒	颙
顓	颛
顔	顏 颜
顕	顯
顖	囟 𱂶
顗	𫖮
願	愿 𩕾 𫖸
顙	䫙 颡
顚	顛 𡬅
顛	顚 颠
顜	𱂴
顝	𱂵
類	类 類 𩔖 𩔗
顠	𱂺
顢	颟
顣	𫖹
顤	𱂣
顥	皓 皝 颢
顦	憔 𱂻
顧	頋 顾 𪄮 𮸹
顩	𱂫
顪	𱂤
顫	颤
顬	颥
顮	𱂸
顯	㬎 显 顕
顰	嚬 颦
顱	颅 髗
顳	颞
顴	颧
页	頁
顶	頂
顷	頃
顸	頇
项	項
顺	順
须	須 鬚
顼	頊
顽	頑
顾	顧 𮸹
顿	頓
颀	頎
颁	頒
颂	頌
颃	頏
预	預
颅	顱
领	領
颇	頗
颈	頸
颉	頡
颊	頰
颋	頲
颌	頜
颍	潁
颎	熲
颏	頦
颐	頤
频	頻
颒	頮
颓	頹 頽
颔	頷
颕	頴
颖	穎
颗	顆
题	題
颙	顒
颚	顎
颛	顓
颜	顏 顔
额	額
颞	顳
颟	顢
颠	顛
颡	顙
颢	顥
颣	纇
颤	顫
颥	顬
颦	顰
颧	顴
風	凬 檒 飌 风 𠙈 𠙊
颩	𱃔
颬	𱃕
颭	飐
颮	猋 飇 飑
颯	飒
颰	𩙥
颱	台 𱃗
颲	𱃘
颳	刮
颴	𬱽
颶	飓
颷	𩙪
颸	飔
颹	𬱵
颺	飏
颻	飖
颼	䬒 飕
颽	𬱼
颾	𩙫
颿	帆 𬳳
飀	飗
飁	𱃟
飂	𩘸 𮨵
飃	飄
飄	飃 飘
飆	飇 飈 飙
飇	猋 颮 飆 𱃠
飈	飆 飚
飉	𬲅
飊	𮸼
飋	𫗋
飌	風
飍	𱃝
风	風
飏	颺
飐	颭
飑	颮
飒	颯
飓	颶
飔	颸
飕	颼
飖	颻
飗	飀
飘	飄
飙	飆
飚	飈
飛	飞 𦐭 𩙱
飜	翻
飝	𮸽
飞	飛
食	飠 餐 饣 𩚁 𩚃
飠	食 饣
飡	湌 餐
飢	饑 饥
飣	饤
飤	飼 𬲦
飥	饦
飦	饘 𫗞
飧	飱
飨	饗
飩	饨
飪	䏕 餁 饪 𦜙
飫	秗 饇 饫
飭	饬
飮	飲
飯	饭 𩚳
飰	飯 𱃴
飱	飧
飲	飮 饮
飴	䬮 饴
飵	𫗢
飶	𫗣
飷	𬲭
飻	𩚸
飼	飤 饲 飼
飽	饱 𩛊 𩛞 𩜕 𩜿
飾	餙 饰
飿	饳
餀	𮩜
餁	飪
餂	甛 舔 𱃺
餃	饺
餄	饸
餅	餠 饼
餈	糍
餉	饟 饷 𩜋
養	䍩 养 𢼝
餌	饵
餍	饜
餎	饹
餏	饻
餐	湌 食 飡
餑	饽
餒	餧 馁
餓	饿
餔	𫗦
餕	馂
餖	饾
餗	𫗧
餘	余 馀
餙	飾
餚	肴 𬳁
餛	餫 馄
餜	䴹 馃
餝	飾
餞	饯
餟	醊 𬳂
餠	餅
餡	馅
餢	𱃾
餣	𬲼
餤	𱃿
餦	𫗠
餧	喂 餒 𫗪
館	舘 馆 館
餩	𱃽
餪	𩞪 𫗬
餫	餛 𫗥
餬	糊 𫗫
餭	𫗮
餯	𱄄
餰	𬳆
餱	糇 𫗯
餲	𮩝
餳	饧
餴	𱃼
餵	喂 諉 𫗭
餶	馉
餷	馇
餸	𩠌
餹	糖 𬳍
餺	馎
餻	糕
餼	饩
餽	饋
餾	馏
餿	馊
饀	𬳊
饁	馌
饃	馍
饅	馒
饆	𮩛
饇	飫 𱃲
饈	䐰 馐 𦟤
饉	馑
饊	糤 馓
饋	匱 櫃 餽 馈 𠩸
饌	䉵 籑 馔
饍	膳
饎	𱄆
饐	䬥 𮩞
饑	飢 饥 𩚮 𩜆
饒	饶
饕	䬭 叨 𩞣
饗	飨
饘	飦 𫗴
饙	𱄀
饛	𱄈
饜	餍
饞	嚵 馋 𩟖
饟	餉 𫗵
饠	𫗩
饡	䬤 𩛻 𱄊
饢	馕
饣	飠
饤	飣
饥	飢 饑
饦	飥
饧	餳
饨	飩
饩	餼
饪	飪
饫	飫
饬	飭
饭	飯
饮	飮 飲
饯	餞
饰	飾
饱	飽
饲	飼
饳	飿
饴	飴
饵	餌
饶	饒
饷	餉
饸	餄
饹	餎
饺	餃
饻	餏
饼	餅
饽	餑
饾	餖
饿	餓
馀	餘
馁	餒
馂	餕
馃	餜
馄	餛
馅	餡
馆	館
馇	餷
馈	餽 饋
馉	餶
馊	餿
馋	饞
馌	饁
馍	饃
馎	餺
馏	餾
馐	饈
馑	饉
馒	饅
馓	糤 饊
馔	饌
馕	饢
首	𥃻 𩠐
馘	聝 𩠲
香	㿝
馚	馩
馧	蒀
馩	馚 𬳟
馪	𮹀
馬	马 𢒗 𢒠 𩡬
馭	御 雨 驭
馮	冯 淜 溤
馯	𫘛
馱	䭾 駄 驮
馲	𱄽
馳	驰 𧂓
馴	訓 驯
馵	𱄼
馹	驲
馺	𱅂
馼	𫘜
馽	𩡳 𱅁
馿	驢
駁	駮 驳
駂	𱅀
駃	𫘝
駄	馱
駅	驛
駆	驅
駈	驅
駉	𬳶
駊	𩢘 𫘟
駍	𬳴
駎	𩧨
駏	𱅃
駐	驻
駑	驽
駒	驹
駓	𬳵
駔	驵
駕	驾 𩢟
駗	𩢜 𱅇
駘	骀
駙	驸
駚	𩧫
駛	驶 𩢲
駜	𱅈
駝	駞 驼
駞	駝 𫘞
駟	驷
駡	罵 骂
駢	騈 骈
駣	𩣛 𱅏
駤	𫘠
駥	𱅉
駦	騰
駧	𩧲
駩	𩧴
駪	侁 詵 𬳽
駫	𫘡
駬	𱅋
駭	骇
駮	駁 𱅐
駰	骃
駱	骆 駱
駴	𮪢
駶	𩧺
駷	𱅔
駸	骎
駹	𮪡
駺	𬴀
駻	𫘣
駼	𬳿
駽	𩢺 𱅖
駾	𱅙
駿	骏
騀	𱅗
騁	骋 𩧢
騂	骍
騃	呆 𫘤
騄	𫘧
騅	骓
騆	𮹋
騇	𱅚
騈	䮁 駢 𩡼
騉	𫘥
騊	𫘦
騋	𱅕
騌	騣 骔 鬃
騍	骒
騎	骑
騏	䭶 䭼 骐
騐	驗
騑	𬴂
騒	騷
験	驗
騔	𩨀
騕	𱅜
騖	骛
騗	騙 𱅝
騘	驄
騙	騗 骗
騚	𩨊
騛	𮹂
騜	𫘩
騝	𩨃
騞	𬴃
騟	𩨈
騠	𩤢 𫘨
騢	𱅞
騣	騌 鬃 𮪣
騤	骙
騥	𱅟
騧	䯄
騨	驒
騩	𱅡
騪	𩨄
騫	骞
騬	𱅢
騭	隲 骘
騮	骝
騯	𬴅
騰	腾 駦 𩥱
騱	𫘬
騲	𮪤
騳	𱄿
騴	𫘫
騵	𫘪
騶	驺
騷	骚
騸	骟
騹	𬴆
騺	驇 𱅊
騻	𫘭
騼	𫠋
騽	𱅩
騾	驘 骡
驀	蓦
驁	骜
驂	骖
驃	骠
驄	騘 骢 𩣭 𩨂
驅	䮃 敺 驱
驇	騺
驈	𱅫
驉	𱅧
驊	骅 𦽊
驋	𩧯
驌	骕
驍	骁
驎	𬴊
驏	骣
驐	𮪥
驒	騨 𱅛
驓	𫘯
驔	𱅪
驕	骄
驖	𬴋
驗	騐 验
驘	騾
驙	𫘰
驚	惊
驛	驿
驞	𱅤
驟	骤
驠	𱅬
驡	𱅅
驢	馿 驴
驤	骧
驥	蘎 骥
驦	骦
驨	𩧎 𫘱
驩	歡 𬴐
驪	骊
驫	骉
马	馬
驭	馭
驮	馱
驯	馴
驰	馳
驱	驅
驲	馹
驳	駁
驴	驢
驵	駔
驶	駛
驷	駟
驸	駙
驹	駒
驺	騶
驻	駐
驼	駝
驽	駑
驾	駕
驿	驛
骀	駘
骁	驍
骂	罵 駡
骃	駰
骄	驕
骅	驊
骆	駱
骇	駭
骈	駢
骉	驫
骊	驪
骋	騁
验	驗
骍	騂
骎	駸
骏	駿
骐	騏
骑	騎
骒	騍
骓	騅
骔	騌 鬃
骕	驌
骖	驂
骗	騙
骘	騭
骙	騤
骚	騷
骛	騖
骜	驁
骝	騮
骞	騫
骟	騸
骠	驃
骡	騾
骢	驄
骣	驏
骤	驟
骥	驥
骦	驦
骧	驤
骫	骪
骯	肮 腌
骴	胔 𦙼
骵	體
骸	䠹
骻	胯
骽	腿
骾	挭 鯁
髀	𩩚
髃	腢
髄	髓
髅	髏
髋	髖
髌	臏 髕
髏	髅
髐	𱅮
髒	脏
髓	膸
體	体 軆 𩪆
髕	臏 髌
髖	髋
髗	臚 顱
高	髙
髙	高
髠	髡
髡	髠
髣	仿 彷
髤	髹
髦	犛
髩	鬢
髪	髮
髫	齠
髮	发 𤕥 𩑛 𩑱 𩠖
髯	髥
髴	彿
髹	髤
髻	䯻
髼	鬅
鬀	剃
鬂	鬢
鬃	骔
鬅	髼
鬆	松
鬉	𨲇
鬊	𡿦
鬍	胡 𣬣
鬒	㐱
鬓	鬢 𩯭
鬖	𩭹
鬗	𱆆
鬚	须
鬜	𱆁
鬝	𱆀
鬞	𬴩
鬠	𫘽
鬡	𮫂
鬢	髩 鬂 鬓
鬣	巤
鬥	斗 鬦 鬪 鬬 鬭
鬦	鬥 鬭
鬧	閙 闹
鬨	哄 閧
鬩	阋
鬪	鬥 鬬 鬭
鬫	闞
鬬	鬥 鬪
鬭	鬥 鬦 鬪
鬮	䰗 阄
鬰	鬱
鬱	欝 郁 鬰 𦉚
鬲	䰜
鬴	釜
鬵	𩰿 𩱠
鬶	鬹
鬹	鬶
鬺	𱆌
鬻	俼 粥
鬼	𢇼 𣆠 𩲡
鬽	魅
魁	𩲔
魄	霸
魅	鬽 𢑘
魇	魘
魉	魎
魎	魉
魏	巍
魑	𩳩
魗	𱆛
魘	魇
魙	聻
魚	鱼 𤉯
魛	鱽
魜	𬶁
魝	𬶀
魟	鰩 𫚉
魠	𱇏
魡	𬶄
魢	鱾
魣	𮬛
魥	𩽹
魦	鯊 𫚌
魧	𱇘
魨	鲀
魪	𬶇
魫	𱇙
魬	𱇖
魭	𱇐
魮	𱇒
魯	旅 鲁 魯 𣥐
魱	𱇓
魴	鲂
魵	𫚍
魶	𱇔
魷	鰌 鱿
魺	鲄
魻	𱇟
魼	𱇜
魽	𫠐
魾	𱇝
鮀	𩷿 𬶍
鮁	鲅
鮂	𱇠
鮃	鲆
鮄	𫚒
鮅	𫚑
鮆	𫚖
鮇	𱇛
鮈	𬶋
鮊	鲌
鮋	鲉
鮌	𱇢
鮍	鲏
鮎	鯰 鲇
鮏	𱇡
鮐	鲐
鮑	鲍
鮒	鲋 𩸅
鮓	鲊
鮗	鿴
鮘	𬶌
鮙	鰨
鮚	鲒
鮛	𱇨
鮜	鲘
鮝	鯗 鲞
鮞	鲕
鮟	𩽾
鮠	𬶏
鮡	𬶐
鮣	䲟
鮤	𫚓
鮥	𱇪
鮦	鲖
鮧	鯷 𱇧
鮨	䱈 𮬜
鮪	鲔
鮫	鲛
鮬	𩶮 𱇦
鮭	鲑
鮮	尟 鱻 鲜
鮯	𫚗
鮰	𫚔
鮳	鲓
鮵	𫚛
鮶	鲪
鮷	𬶕
鮸	𩾃
鮹	𱇯
鮺	鲝
鮻	𱇳
鮿	𫚚
鯀	鲧
鯁	挭 骾 鲠
鯄	𩾁
鯅	𱈁
鯆	𫚙
鯇	鲩
鯈	𱇱
鯉	鲤
鯊	魦 鲨
鯋	鯊 𩺳
鯌	𬶔
鯒	鲬
鯔	鲻
鯕	鲯
鯖	鲭
鯗	鮝 鲞
鯚	𱇺
鯛	鲷
鯝	鲴
鯞	𫚡
鯠	𱇭
鯡	鲱
鯢	鲵
鯤	鲲
鯥	𱇶
鯦	𱇼
鯧	䱽 鲳
鯨	鲸 𩼃
鯩	𱇗
鯪	鲮
鯫	鲰
鯬	𫚞
鯮	𱇾
鯰	鮎 鲶
鯱	𩾇
鯴	鲺
鯶	𩽼
鯷	鮧 鳀
鯸	𱈄
鯹	𬶢
鯻	𬶟
鯼	𱈅
鯽	鲫
鯾	𫚣
鯿	鳊
鰁	鳈
鰂	鲗
鰃	鳂
鰅	𱈂
鰆	䲠
鰇	𬶧
鰈	鲽
鰉	鱑 鳇
鰊	𬶠
鰋	𫚢
鰌	䲡 魷 鰍
鰍	鰌 鳅
鰏	鲾
鰐	鱷 鳄
鰑	𫚊
鰒	鳆
鰓	鳃
鰕	蝦 𫚥
鰗	𬶞
鰛	鳁
鰜	鳒
鰝	𱈋
鰟	鳑
鰠	鳋
鰡	𱈊
鰣	鲥
鰤	𫚕
鰥	鳏 𩶊
鰦	𫚤
鰧	䲢
鰨	鮙 鳎
鰩	魟 鳐
鰪	𩺻
鰫	𫚦
鰬	𱈉
鰭	鳍
鰮	鰛 鳁
鰯	𱈍
鰱	鲢
鰲	鳌 鼇
鰳	鳓
鰴	𱈑
鰵	鳘
鰶	𬶭
鰷	鲦
鰹	鲣
鰺	鲹
鰻	鳗 𩻠
鰼	鳛
鰽	𫚧
鰾	鳔
鰿	𱇵
鱀	𬶨
鱁	𱈏
鱂	鳉
鱃	𱈌
鱄	𫚋 𱈐
鱅	鳙
鱆	𫠒
鱇	𩾌
鱈	鳕
鱉	鳖 鼈 龞
鱊	𫚪
鱋	𬶬
鱌	𬶲
鱍	𱇣
鱎	𱇩
鱏	𱈓
鱐	𱇿
鱑	鰉 𬶫
鱒	鳟
鱓	䱇 鱔 𬶛
鱔	鱓 鳝
鱕	𱈕
鱖	鳜
鱗	鳞 鱗
鱘	鲟
鱚	𬶮
鱝	鲼
鱞	𬶵
鱟	鲎
鱠	膾 鲙
鱢	𫚫
鱣	鳣
鱤	鳡
鱥	𮬝
鱦	𱇸
鱧	鳢
鱨	鲿 𱈘
鱬	𩻞 𱈗
鱭	鲚
鱮	𫚈
鱯	鳠
鱲	𫚭
鱴	𱈙
鱵	𮬤
鱷	鰐 鳄 𩻙 𱈚
鱸	鲈
鱹	𬶺
鱺	鲡
鱻	鮮 𱈜
鱼	魚
鱽	魛
鱾	魢
鱿	魷
鲀	魨
鲁	魯
鲂	魴
鲃	䰾
鲄	魺
鲅	鮁
鲆	鮃
鲇	鮎
鲈	鱸
鲉	鮋
鲊	鮓
鲋	鮒
鲌	鮊
鲍	鮑
鲎	鱟
鲏	鮍
鲐	鮐
鲑	鮭
鲒	鮚
鲓	鮳
鲔	鮪
鲕	鮞
鲖	鮦
鲗	鰂
鲘	鮜
鲙	鱠
鲚	鱭
鲛	鮫
鲜	鮮
鲝	鮺
鲞	鮝 鯗
鲟	鱘
鲠	鯁
鲡	鱺
鲢	鰱
鲣	鰹
鲤	鯉
鲥	鰣
鲦	鰷
鲧	鯀
鲨	鯊
鲩	鯇
鲪	鮶
鲫	鯽
鲬	鯒
鲭	鯖
鲮	鯪
鲯	鯕
鲰	鯫
鲱	鯡
鲲	鯤
鲳	鯧
鲴	鯝
鲵	鯢
鲶	鯰
鲷	鯛
鲸	鯨
鲹	鰺
鲺	鯴
鲻	鯔
鲼	鱝
鲽	鰈
鲾	鰏
鲿	鱨
鳀	鯷
鳁	鰛 鰮
鳂	鰃
鳃	鰓
鳄	鰐 鱷
鳅	鰍
鳆	鰒
鳇	鰉
鳈	鰁
鳉	鱂
鳊	鯿
鳋	鰠
鳌	鰲
鳍	鰭
鳎	鰨
鳏	鰥
鳐	鰩
鳑	鰟
鳒	鰜
鳓	鰳
鳔	鰾
鳕	鱈
鳖	鱉
鳗	鰻
鳘	鰵
鳙	鱅
鳚	䲁
鳛	鰼
鳜	鱖
鳝	鱔
鳞	鱗
鳟	鱒
鳠	鱯
鳡	鱤
鳢	鱧
鳣	鱣
鳤	䲘
鳥	鸟
鳦	𱉇
鳧	凫
鳩	鸠
鳫	雁
鳬	凫
鳭	𱉈
鳮	雞 鷄
鳯	鳳
鳱	𱉊
鳲	鸤
鳳	凤 鳯 鴌 𠤈 𧱶 𪆍
鳴	鸣
鳶	鸢
鳷	𫛛
鳸	𱉓
鳺	𱉎
鳻	𱉑
鳼	𪉃
鳽	鸇 𫛚
鳾	䴓
鳿	𱉍
鴀	𫛜
鴁	𮭢
鴂	𱉔
鴃	鵙 𫛞
鴄	裒
鴅	𫛝
鴆	酖 鸩
鴇	鸨
鴈	雁 𩾦
鴉	鵶 鸦
鴌	鳳
鴍	𬸀
鴎	鷗
鴐	𫛤
鴒	鸰
鴓	𮭤
鴔	𫛡
鴕	鸵
鴗	𫁡
鴘	𱉡
鴙	𱉛
鴚	𱉕
鴛	鸳
鴜	𪉈
鴝	朐 鸜 鸲 𩿩 𪁖
鴞	梟 鸮
鴟	鸱
鴠	𱉗
鴡	𱉘
鴢	𱉢
鴣	鸪
鴥	𫛣
鴦	鸯
鴨	鵪 鸭 𪁨
鴩	𱉚
鴫	𮴿
鴬	鶯
鴮	𫛦
鴯	鸸
鴰	鸹
鴱	𱉪
鴲	𪉆
鴳	鷃 𫛩
鴴	鸻
鴶	𱉥
鴷	䴕
鴸	𱉫
鴹	𱉯
鴺	鵜 𱉩
鴻	䲨 鸿
鴽	𫛪
鴾	𱉲
鴿	鸽
鵀	𬸊
鵁	䴔
鵂	鸺
鵃	鸼
鵄	𬸈
鵅	𱉮
鵉	鸞
鵊	𫛥
鵋	𱉽
鵌	𱉸
鵎	𱉻
鵏	𬷕
鵐	鹀
鵑	䳌 鹃
鵒	鹆
鵓	鹁
鵔	𱉿
鵕	𱉾
鵖	𱉝
鵗	𱉹
鵙	鴃 𱉐
鵚	𪉍
鵛	𱉠
鵜	鴺 鹈
鵝	䳗 䳘 鵞 鹅
鵞	鵝
鵟	𫛭
鵠	鹄
鵡	鹉
鵧	𫛨
鵩	𫛳
鵪	鴨 鹌
鵫	𫛱
鵬	鹏
鵮	鹐
鵯	鹎
鵰	彫 雕 𪄄 𫛲
鵱	𱊀
鵲	鹊
鵳	𱊋
鵴	𱊇
鵵	𱊆
鵶	鴉 𱉨
鵷	鹓
鵸	𱊁
鵹	𱊃
鵻	隼 𱊅
鵼	𱊊
鵽	𱊍
鵾	鹍 𨿪
鶀	𬸒
鶂	鶃 𬷼 𱊈
鶃	鶂 𱊄
鶄	䴖
鶅	𱊎
鶆	𱉵
鶇	鸫
鶉	鹑
鶊	鹒
鶋	𱊌
鶌	𫛵
鶏	雞
鶒	𫛶
鶓	鹋
鶔	𱊗
鶕	𬸝
鶖	鹙
鶗	𫛸
鶘	鹕
鶙	𱊕
鶚	鹗
鶛	𱊐
鶝	𱊏
鶞	𱊑
鶟	𱊖
鶠	𬸘
鶡	鹖
鶢	𱊒
鶣	𬸜
鶤	𱉱
鶥	鹛
鶦	𫛷
鶨	𱊘
鶩	䳱 鹜 𨾣
鶪	䴗 𨿎
鶬	鸧
鶭	𫛯
鶯	莺 鸎 𮹘
鶰	𫛫
鶱	𬸣
鶲	鹟
鶴	鹤
鶵	雛 𬸅
鶶	𱊝
鶷	𱊟
鶹	鹠
鶺	鹡
鶻	鹘
鶼	鹣
鶽	隼 𱊛
鶿	鹚
鷀	鹚
鷁	鹢
鷂	鹞
鷃	鴳 𮭨
鷄	雞 鳮 鸡
鷅	𫛽
鷇	𬆮
鷈	䴘
鷉	䴘
鷊	鹝
鷋	𱊠
鷎	𬸢
鷏	鷆 𱊚
鷐	𫜀
鷑	𱊢
鷒	𱉏
鷓	鹧
鷔	𪉑
鷕	𱊡
鷖	鹥
鷗	鸥
鷙	鸷
鷚	鹨
鷛	𱊤
鷜	𬸞
鷞	𮭪
鷟	𬸦
鷢	𱊧
鷣	𫜃
鷤	𫛴
鷥	鸶
鷦	鹪
鷧	𱊦
鷨	𪉊
鷩	氅 𫜁
鷫	鹔
鷭	𬸪
鷮	𱉬
鷯	鹩
鷰	燕 𬸧
鷲	鹫
鷳	鷴 鹇
鷴	鷳 鹇
鷵	𱊩
鷶	𱉳
鷷	𫜄
鷸	鹬
鷹	鹰
鷺	鹭 鷺
鷽	鸴
鷾	𱊰
鷿	鸊 𬸯
鸀	𱊬
鸁	𱊮
鸂	㶉
鸃	𱉌
鸄	𱊯
鸅	𱉟
鸆	𱊫
鸇	鳽 鹯 𪄃
鸉	𱉴
鸊	䴙 鷿
鸋	𫛢
鸌	鹱
鸎	鶯 𬸕
鸏	鹲
鸐	𱊱
鸑	𬸚
鸒	𱊭
鸓	𪆼 𱊳
鸕	鸬
鸖	𬸰
鸗	𫛟
鸘	鹴
鸙	𱊵
鸚	鹦
鸛	鹳
鸜	朐 鴝 𬸱
鸝	鹂
鸞	鸾
鸟	鳥
鸠	鳩
鸡	雞 鷄
鸢	鳶
鸣	鳴
鸤	鳲
鸥	鷗
鸦	鴉
鸧	鶬
鸨	鴇
鸩	鴆
鸪	鴣
鸫	鶇
鸬	鸕
鸭	鴨
鸮	鴞
鸯	鴦
鸰	鴒
鸱	鴟
鸲	鴝
鸳	鴛
鸴	鷽
鸵	鴕
鸶	鷥
鸷	鷙
鸸	鴯
鸹	鴰
鸺	鵂
鸻	鴴
鸼	鵃
鸽	鴿
鸾	鸞
鸿	鴻
鹀	鵐
鹁	鵓
鹂	鸝
鹃	鵑
鹄	鵠
鹅	鵝
鹆	鵒
鹇	鷳 鷴
鹈	鵜
鹉	鵡
鹊	鵲
鹋	鶓
鹌	鵪
鹍	鵾
鹎	鵯
鹏	鵬
鹐	鵮
鹑	鶉
鹒	鶊
鹓	鵷
鹔	鷫
鹕	鶘
鹖	鶡
鹗	鶚
